transaction_id,customer_id,transaction_date,transaction_time,account_type,transaction_type,transaction_amount,transaction_direction,account_balance,merchant_category,state,credit_score,has_loan,loan_type,emi_amount,transaction_status,channel,kyc_status,is_fraud,transaction_hour,if_anomaly,if_score
TXN000084885,CUST070948,2019-10-09,22:41,Savings,Cheque,955038.96,Debit,28143.28,Peer Transfer,Karnataka,590,0,Unknown,0.0,Success,Web,Verified,0,22,-1,-0.012312233113970561
TXN000084954,CUST015455,2019-10-09,19:40,NRI,ATM_Withdrawal,2000.0,Debit,94242.49,Insurance,Delhi,406,0,Unknown,0.0,Success,Web,Verified,0,19,-1,-0.012285855071631269
TXN000085155,CUST055933,2019-10-10,19:11,Salary,RTGS,931547.93,Debit,367558.63,Salary,UP,518,1,Home,2407.34,Success,Web,Pending,0,19,-1,-0.007409129805679204
TXN000085316,CUST039155,2019-10-11,02:05,Fixed Deposit,UPI,555.87,Credit,108438.96,E-Commerce,Rajasthan,372,0,Unknown,0.0,Success,POS_Terminal,Verified,0,2,-1,-0.005513803337348522
TXN000085462,CUST058802,2019-10-11,06:42,Salary,RTGS,291697.68,Credit,2451.72,E-Commerce,Maharashtra,332,0,Unknown,0.0,Success,Web,Verified,0,6,-1,-0.05479225896188045
TXN000085538,CUST074586,2019-10-11,02:54,Savings,RTGS,62401.92,Credit,3861.89,Education,West Bengal,590,0,Unknown,0.0,Reversed,Branch,Verified,0,2,-1,-0.0031887791863079995
TXN000085899,CUST050179,2019-10-12,10:57,Fixed Deposit,UPI,1921.55,Credit,12898.91,Salary,Gujarat,406,0,Unknown,0.0,Success,Mobile_App,Verified,0,10,-1,-0.014318144735254723
TXN000086186,CUST019993,2019-10-13,00:04,Current,POS,50.24,Debit,93225.06,Investment,Delhi,411,1,Business,46773.03,Success,Mobile_App,Verified,0,0,-1,-0.014195437645263986
TXN000086190,CUST023329,2019-10-13,16:30,Current,NEFT,1155316.38,Credit,50401.33,Entertainment,Delhi,828,1,Unknown,2454.57,Success,ATM,Verified,0,16,-1,-0.006829091662402309
TXN000086214,CUST002189,2019-10-13,14:28,Current,RTGS,64374.82,Debit,102131.69,Investment,Maharashtra,841,1,Unknown,72588.0,Success,Mobile_App,Pending,0,14,-1,-0.07399340986455483
TXN000086316,CUST022406,2019-10-14,15:45,Savings,ATM_Withdrawal,500.0,Debit,88338.81,Food & Dining,Telangana,762,1,Home,21960.36,Success,Branch,Verified,0,15,-1,-0.010749067170595983
TXN000086317,CUST048758,2019-10-14,07:03,Savings,RTGS,3124722.36,Credit,120784.28,Fuel,UP,636,0,Unknown,0.0,Success,ATM,Verified,0,7,-1,-0.08344417530861026
TXN000086433,CUST002925,2019-10-14,03:02,Current,UPI,613.32,Credit,62922.37,Peer Transfer,Rajasthan,409,1,Home,40170.86,Success,Web,Verified,0,3,-1,-0.009965884268886671
TXN000086471,CUST027977,2019-10-14,05:25,Savings,Auto_Debit,1674.28,Debit,10411.07,Food & Dining,UP,739,0,Unknown,0.0,Success,POS_Terminal,Verified,0,5,-1,-0.004212311522826417
TXN000086480,CUST072313,2019-10-14,04:59,Savings,NEFT,7579.88,Credit,7096.46,Travel,Delhi,622,1,Personal,39746.01,Success,ATM,Verified,0,4,-1,-0.031764649379014354
TXN000086721,CUST065203,2019-10-15,16:42,Savings,Cheque,3863399.37,Debit,44405.98,Fuel,Punjab,695,0,Unknown,0.0,Success,Mobile_App,Expired,0,16,-1,-0.07926157712514315
TXN000086818,CUST039264,2019-10-15,17:26,Current,Auto_Debit,14325.63,Debit,56715.09,Food & Dining,West Bengal,793,0,Unknown,0.0,Success,POS_Terminal,Pending,0,17,-1,-0.038257309444852616
TXN000086855,CUST077554,2019-10-15,03:23,Current,Auto_Debit,564.34,Debit,31148.97,Salary,Punjab,793,0,Unknown,0.0,Success,ATM,Verified,0,3,-1,-0.01035369160880939
TXN000086863,CUST000954,2019-10-15,04:02,Savings,UPI,144.43,Credit,15661.84,Insurance,Karnataka,803,0,Unknown,0.0,Success,POS_Terminal,Verified,0,4,-1,-0.0006207824888919689
TXN000086978,CUST024699,2019-10-16,09:06,Savings,RTGS,2751736.69,Debit,365217.51,Food & Dining,Delhi,854,0,Unknown,0.0,Success,Branch,Verified,0,9,-1,-0.07613902263920358
TXN000087122,CUST018604,2019-10-16,22:42,Salary,Cheque,2922270.13,Debit,15451.97,Fuel,West Bengal,432,1,Business,8383.53,Success,Mobile_App,Verified,1,22,-1,-0.11099384650204702
TXN000087355,CUST020594,2019-10-17,04:45,NRI,Cheque,4045.95,Debit,111189.18,Entertainment,Maharashtra,797,1,Personal,37166.35,Success,Mobile_App,Verified,0,4,-1,-0.025183664367061986
TXN000087475,CUST060206,2019-10-17,15:19,Salary,RTGS,978709.83,Debit,116791.32,Food & Dining,UP,370,1,Business,7484.57,Success,Mobile_App,Verified,0,15,-1,-0.04405790066642612
TXN000087599,CUST067441,2019-10-18,15:23,Savings,IMPS,2258.76,Debit,9037.71,Travel,Gujarat,406,0,Unknown,0.0,Success,Branch,Pending,0,15,-1,-0.027150945263863524
TXN000087739,CUST009651,2019-10-18,04:03,Savings,Cheque,908229.05,Debit,501909.52,Entertainment,West Bengal,796,1,Business,11230.43,Success,Web,Verified,0,4,-1,-0.06454499393973256
TXN000087817,CUST027554,2019-10-18,15:51,NRI,UPI,3448.31,Credit,3117.06,Retail,Maharashtra,411,1,Home,31640.93,Success,POS_Terminal,Pending,0,15,-1,-0.0015490086965607164
TXN000087913,CUST047469,2019-10-19,11:22,Savings,RTGS,674683.9,Credit,47064.72,Retail,Karnataka,819,0,Unknown,0.0,Success,Web,Verified,0,11,-1,-0.00399428112568756
TXN000087951,CUST016543,2019-10-19,07:10,NRI,Cheque,1211962.94,Debit,2591.25,Investment,Karnataka,880,0,Unknown,0.0,Success,Mobile_App,Verified,0,7,-1,-0.05833859789144691
TXN000087984,CUST038131,2019-10-19,04:36,Savings,POS,7125.52,Debit,9228.93,Government,Telangana,430,1,Business,57668.92,Success,Web,Verified,0,4,-1,-0.061015780787337937
TXN000088312,CUST061307,2019-10-20,16:02,Current,IMPS,1495.32,Credit,54380.8,Utilities,Tamil Nadu,604,1,Personal,48661.76,Success,POS_Terminal,Verified,0,16,-1,-0.020394336894271503
TXN000088542,CUST031005,2019-10-21,23:00,Savings,RTGS,173495.95,Debit,53122.57,Insurance,West Bengal,676,0,Unknown,0.0,Success,ATM,Verified,0,23,-1,-0.001339593156940988
TXN000088694,CUST047250,2019-10-21,20:06,Current,RTGS,779038.19,Credit,120855.66,Entertainment,UP,718,0,Unknown,0.0,Success,Mobile_App,Expired,0,20,-1,-0.020099954967498057
TXN000089002,CUST045956,2019-10-22,06:46,NRI,RTGS,559048.25,Debit,44476.83,Government,West Bengal,657,1,Personal,11769.62,Success,POS_Terminal,Verified,0,6,-1,-0.002252850582194821
TXN000089148,CUST019326,2019-10-23,18:34,Savings,RTGS,3172332.33,Credit,116908.29,Retail,Tamil Nadu,882,0,Unknown,0.0,Success,Mobile_App,Verified,0,18,-1,-0.0443017580335221
TXN000089256,CUST003181,2019-10-23,19:35,Savings,POS,441.1,Debit,19479.06,Insurance,Delhi,505,0,Unknown,0.0,Success,API,Verified,0,19,-1,-0.0024351230311258076
TXN000089294,CUST012511,2019-10-23,12:16,Salary,RTGS,1567327.79,Debit,70782.13,Travel,Gujarat,421,1,Unknown,1068.78,Success,Web,Verified,0,12,-1,-0.010048111268836646
TXN000089371,CUST050441,2019-10-23,08:44,Fixed Deposit,UPI,322.42,Debit,153512.33,Government,Maharashtra,470,1,Home,10357.74,Success,POS_Terminal,Verified,0,8,-1,-0.020293525446339
TXN000089726,CUST053095,2019-10-25,12:27,Salary,RTGS,536355.5,Debit,56298.92,Fuel,Maharashtra,640,1,Unknown,2995.8,Success,Mobile_App,Verified,0,12,-1,-0.027339907557441312
TXN000089762,CUST007898,2019-10-25,18:43,Savings,NEFT,2529.64,Credit,43026.78,Government,Delhi,572,1,Home,36614.8,Success,Mobile_App,Verified,0,18,-1,-0.009026163566761891
TXN000089773,CUST040386,2019-10-25,01:40,Savings,UPI,3943.42,Credit,74440.57,Travel,Punjab,373,1,Home,66860.34,Success,Web,Verified,0,1,-1,-0.02566058672852889
TXN000089801,CUST014839,2019-10-25,09:34,Fixed Deposit,RTGS,1236186.54,Credit,13409.17,Food & Dining,Maharashtra,612,0,Unknown,0.0,Success,Web,Verified,0,9,-1,-0.013901388539658055
TXN000089837,CUST031461,2019-10-25,16:39,Fixed Deposit,RTGS,485399.3,Debit,32861.7,Real Estate,Telangana,757,0,Unknown,0.0,Success,Mobile_App,Verified,0,16,-1,-0.00038978239015241556
TXN000090024,CUST067409,2019-10-26,21:25,NRI,Cheque,691750.72,Credit,87967.55,Food & Dining,Gujarat,821,0,Unknown,0.0,Success,Web,Verified,0,21,-1,-0.038836839716520966
TXN000090305,CUST076540,2019-10-26,19:07,NRI,IMPS,12601.23,Credit,62498.78,Food & Dining,Maharashtra,692,1,Business,57505.05,Success,Mobile_App,Pending,0,19,-1,-0.0974559089999475
TXN000090380,CUST072854,2019-10-27,07:45,Salary,IMPS,14882.0,Credit,188981.86,Peer Transfer,Punjab,314,0,Unknown,0.0,Success,ATM,Verified,0,7,-1,-0.0005555869185850382
TXN000090461,CUST021336,2019-10-27,12:48,Salary,RTGS,939557.68,Credit,16273.79,Insurance,Maharashtra,349,0,Unknown,0.0,Success,Web,Verified,0,12,-1,-0.0402055070680184
TXN000090631,CUST000866,2019-10-28,04:50,Current,UPI,1084.52,Credit,548738.83,Peer Transfer,Rajasthan,488,1,Home,1781.3,Success,Branch,Verified,0,4,-1,-0.017480220911186173
TXN000090740,CUST020963,2019-10-28,22:49,Savings,Cheque,453728.39,Credit,54743.2,Travel,Tamil Nadu,389,0,Unknown,0.0,Success,Web,Verified,0,22,-1,-0.014209404585624585
TXN000090806,CUST013296,2019-10-28,04:14,Current,Net_Banking,48483.14,Debit,7513.87,Food & Dining,Delhi,445,1,Business,80985.53,Success,Branch,Verified,0,4,-1,-0.04837758428783523
TXN000091016,CUST038865,2019-10-29,03:34,Savings,Auto_Debit,825.88,Debit,86126.92,Salary,Telangana,326,0,Unknown,0.0,Success,Branch,Verified,0,3,-1,-0.048875148019790315
TXN000091058,CUST014721,2019-10-29,06:25,Salary,Net_Banking,26844.29,Debit,12045.58,Salary,Maharashtra,501,0,Unknown,0.0,Success,API,Verified,0,6,-1,-0.00821007965054188
TXN000091147,CUST045243,2019-10-29,16:22,Savings,IMPS,5821.67,Debit,5302.29,E-Commerce,Karnataka,326,0,Unknown,0.0,Reversed,Web,Verified,0,16,-1,-0.010214154367115258
TXN000091154,CUST037684,2019-10-29,08:40,Fixed Deposit,UPI,116.2,Debit,16906.67,Investment,Karnataka,406,0,Unknown,0.0,Success,Web,Verified,0,8,-1,-0.010078992607221449
TXN000091163,CUST074012,2019-10-29,00:28,Savings,RTGS,1283950.16,Debit,404094.74,Retail,Karnataka,888,0,Unknown,0.0,Success,Mobile_App,Verified,0,0,-1,-0.00722722630010475
TXN000091166,CUST022998,2019-10-29,01:25,Savings,RTGS,743179.69,Debit,13010.26,E-Commerce,West Bengal,415,0,Unknown,0.0,Success,Mobile_App,Pending,1,1,-1,-0.0008562193881962443
TXN000091198,CUST014182,2019-10-29,10:03,NRI,RTGS,640129.5,Credit,589.16,Retail,Delhi,518,0,Unknown,0.0,Success,Mobile_App,Verified,0,10,-1,-0.024030024372738934
TXN000091439,CUST032711,2019-10-30,23:43,Salary,Cheque,692126.84,Credit,9706.27,Education,West Bengal,750,0,Unknown,0.0,Success,Mobile_App,Verified,0,23,-1,-0.019557573211231527
TXN000091570,CUST023630,2019-10-31,06:49,Salary,Cheque,139562.71,Debit,30595.79,E-Commerce,Telangana,391,1,Home,50428.71,Success,Web,Verified,0,6,-1,-0.019102843984268425
TXN000091576,CUST012200,2019-10-31,00:06,Savings,RTGS,618567.56,Credit,22060.13,Real Estate,Telangana,755,1,Personal,2420.18,Success,Mobile_App,Verified,0,0,-1,-0.029699116585863994
TXN000091584,CUST076534,2019-10-31,00:32,Salary,RTGS,1057472.2,Debit,30926.16,Peer Transfer,Tamil Nadu,302,0,Unknown,0.0,Success,Mobile_App,Verified,0,0,-1,-0.012412105949018315
TXN000091725,CUST014023,2019-10-31,11:19,Current,Cheque,12479.53,Debit,134835.31,Utilities,Maharashtra,425,1,Personal,10848.41,Success,Web,Verified,0,11,-1,-0.004456998736999784
TXN000091728,CUST071282,2019-10-31,16:12,Current,Credit_Card,4696.33,Debit,13951.53,Travel,Punjab,649,1,Home,10620.49,Success,Web,Verified,0,16,-1,-0.016213473538732592
TXN000091816,CUST038479,2019-11-01,05:41,Savings,RTGS,1123015.57,Credit,34860.84,Healthcare,Karnataka,856,1,Business,12148.31,Success,Web,Verified,0,5,-1,-0.029254576556608014
TXN000091833,CUST006224,2019-11-01,15:20,Savings,UPI,1266.86,Debit,19152.29,Investment,Maharashtra,372,0,Unknown,0.0,Success,ATM,Verified,0,15,-1,-0.002149247467883031
TXN000091945,CUST056742,2019-11-01,23:51,NRI,Cheque,1441555.38,Credit,29921.1,Education,Tamil Nadu,643,0,Unknown,0.0,Success,Mobile_App,Verified,0,23,-1,-0.05106673113847271
TXN000092120,CUST025971,2019-11-02,13:13,Current,RTGS,1342888.32,Credit,3332.24,Travel,Maharashtra,551,0,Unknown,0.0,Success,Mobile_App,Verified,0,13,-1,-0.005855909364414269
TXN000092152,CUST004430,2019-11-02,15:37,Salary,UPI,219.48,Debit,20096.18,E-Commerce,West Bengal,488,0,Unknown,0.0,Success,Mobile_App,Verified,0,15,-1,-0.012257073557955578
TXN000092182,CUST063665,2019-11-02,22:33,Fixed Deposit,NEFT,3672.42,Credit,90125.02,Retail,Tamil Nadu,839,1,Auto,20006.95,Success,API,Verified,0,22,-1,-0.0227423824588181
TXN000092221,CUST014509,2019-11-02,11:01,Current,NEFT,468.73,Debit,5154.75,Salary,Delhi,864,0,Unknown,0.0,Success,Web,Verified,0,11,-1,-0.009324389383396414
TXN000092232,CUST025160,2019-11-02,12:29,Current,RTGS,533076.32,Credit,53850.54,Peer Transfer,UP,645,0,Unknown,0.0,Success,API,Verified,0,12,-1,-0.009668654038034297
TXN000092264,CUST037313,2019-11-02,03:11,Current,POS,764.06,Debit,131697.15,Investment,Telangana,326,1,Auto,1385.98,Success,Web,Verified,0,3,-1,-0.007225679653054429
TXN000092389,CUST011127,2019-11-02,10:50,Savings,POS,704.24,Debit,115107.09,Food & Dining,Tamil Nadu,584,1,Personal,12652.9,Success,Mobile_App,Verified,0,10,-1,-0.004957474544332374
TXN000092629,CUST035784,2019-11-03,01:56,Salary,Net_Banking,28780.73,Credit,6569.88,Food & Dining,Tamil Nadu,406,0,Unknown,0.0,Success,POS_Terminal,Verified,0,1,-1,-0.018718458712992492
TXN000092674,CUST059839,2019-11-03,11:03,Fixed Deposit,RTGS,661964.9,Credit,9934.73,Travel,Gujarat,741,0,Unknown,0.0,Success,Web,Verified,0,11,-1,-0.00041767383907242994
TXN000092875,CUST052698,2019-11-04,05:03,NRI,UPI,9059.62,Debit,20350.95,Government,Telangana,535,1,Personal,26181.88,Success,Mobile_App,Verified,0,5,-1,-0.011340288497533768
TXN000092943,CUST056654,2019-11-04,07:10,Savings,RTGS,235101.95,Credit,14933.35,Entertainment,West Bengal,358,0,Unknown,0.0,Success,ATM,Verified,0,7,-1,-0.005784490780898599
TXN000092944,CUST016889,2019-11-04,13:41,Savings,Auto_Debit,1173.0,Debit,40691.67,Government,Tamil Nadu,864,0,Unknown,0.0,Failed,Mobile_App,Verified,0,13,-1,-0.005404113291380019
TXN000092972,CUST066466,2019-11-04,21:37,NRI,RTGS,2729272.45,Debit,27990.83,Utilities,Telangana,598,0,Unknown,0.0,Success,Web,Verified,0,21,-1,-0.08104430524438633
TXN000093223,CUST039213,2019-11-05,00:52,Salary,RTGS,383574.47,Debit,111746.41,Utilities,West Bengal,585,0,Unknown,0.0,Success,Branch,Verified,0,0,-1,-0.03980226155852795
TXN000093331,CUST030730,2019-11-06,04:27,Current,Credit_Card,3739.78,Debit,5445.42,Real Estate,Tamil Nadu,535,1,Personal,15495.86,Success,POS_Terminal,Verified,0,4,-1,-0.012705635723788244
TXN000093363,CUST039565,2019-11-06,14:59,Savings,RTGS,439787.07,Credit,143772.95,Travel,Telangana,753,1,Business,5575.41,Success,Web,Verified,0,14,-1,-0.04174706234984138
TXN000093430,CUST021104,2019-11-06,13:27,Salary,RTGS,2049058.94,Credit,194073.24,Investment,UP,712,0,Unknown,0.0,Success,API,Verified,0,13,-1,-0.05590359049731408
TXN000093450,CUST047034,2019-11-06,02:46,Fixed Deposit,RTGS,1373624.1,Debit,89958.55,Retail,Delhi,503,1,Home,7745.9,Success,Web,Verified,0,2,-1,-0.05168410048820893
TXN000093463,CUST037890,2019-11-06,07:43,Salary,NEFT,6774.11,Credit,49524.23,Food & Dining,Maharashtra,749,1,Gold,9862.34,Success,API,Verified,0,7,-1,-0.0028590028221379127
TXN000093517,CUST054306,2019-11-06,02:56,Salary,ATM_Withdrawal,2000.0,Debit,193897.05,Education,UP,665,1,Auto,26489.4,Success,Branch,Verified,0,2,-1,-0.025042246255228773
TXN000093814,CUST030216,2019-11-07,09:16,Current,Net_Banking,8852.62,Debit,94312.7,Investment,Delhi,776,1,Auto,58871.43,Success,Mobile_App,Verified,0,9,-1,-0.01231861653987476
TXN000093903,CUST059104,2019-11-07,01:00,Current,IMPS,563.35,Credit,7277.53,Fuel,UP,406,0,Unknown,0.0,Success,Web,Verified,0,1,-1,-0.014553885028302016
TXN000093929,CUST056919,2019-11-08,15:16,Savings,RTGS,1731701.7,Credit,41606.47,Travel,Gujarat,793,1,Auto,6088.06,Success,Mobile_App,Verified,0,15,-1,-0.08059654042792319
TXN000093974,CUST005716,2019-11-08,08:54,Salary,RTGS,1649720.56,Credit,43993.2,Food & Dining,Delhi,765,0,Unknown,0.0,Success,Mobile_App,Verified,0,8,-1,-0.03709778983221623
TXN000094177,CUST062336,2019-11-08,02:35,Savings,RTGS,899505.7,Credit,6124.54,Education,West Bengal,603,1,Auto,3768.95,Success,Branch,Verified,0,2,-1,-0.04020915043953499
TXN000094233,CUST060410,2019-11-09,08:37,NRI,RTGS,406820.3,Debit,9611.63,Food & Dining,West Bengal,699,0,Unknown,0.0,Failed,Web,Verified,0,8,-1,-0.017928448146204645
TXN000094276,CUST020713,2019-11-09,04:14,Current,Auto_Debit,3820.11,Debit,32381.12,Travel,UP,750,1,Business,57458.08,Success,Mobile_App,Verified,0,4,-1,-0.045341243249682917
TXN000094421,CUST075195,2019-11-09,03:30,Current,ATM_Withdrawal,3000.0,Debit,39431.49,E-Commerce,Rajasthan,649,1,Education,12985.38,Success,Mobile_App,Verified,0,3,-1,-0.00020528254638207954
TXN000094445,CUST018562,2019-11-09,07:36,Current,RTGS,267181.66,Credit,9588.46,E-Commerce,West Bengal,474,0,Unknown,0.0,Success,POS_Terminal,Expired,0,7,-1,-0.016425123863017865
TXN000094487,CUST003636,2019-11-09,16:06,Salary,Cheque,1489602.63,Credit,25344.79,Entertainment,Delhi,387,1,Auto,5675.29,Success,Mobile_App,Verified,0,16,-1,-0.07017557713673073
TXN000094784,CUST004937,2019-11-11,20:27,Savings,Cheque,1450500.15,Credit,17700.07,E-Commerce,Gujarat,437,0,Unknown,0.0,Success,Mobile_App,Verified,0,20,-1,-0.01313476654165291
TXN000094891,CUST012089,2019-11-11,05:23,Savings,UPI,1284.65,Credit,108622.77,Investment,Rajasthan,372,0,Unknown,0.0,Success,Web,Verified,0,5,-1,-0.0008751350426869919
TXN000094974,CUST073073,2019-11-11,04:12,Savings,IMPS,6468.67,Credit,29701.16,Healthcare,Telangana,616,1,Unknown,13929.41,Success,Mobile_App,Verified,0,4,-1,-0.022251310312402017
TXN000095028,CUST046752,2019-11-11,04:58,Savings,RTGS,1154804.36,Debit,35836.9,Peer Transfer,Karnataka,331,0,Unknown,0.0,Success,Mobile_App,Verified,1,4,-1,-0.019907349297446086
TXN000095054,CUST043798,2019-11-11,17:38,Savings,POS,1792.41,Debit,8655.49,Insurance,Telangana,896,1,Education,31349.42,Success,Mobile_App,Verified,0,17,-1,-0.04042111756462807
TXN000095062,CUST017763,2019-11-11,21:00,Current,NEFT,4117.74,Credit,95495.6,Retail,Maharashtra,803,0,Unknown,0.0,Success,Mobile_App,Verified,0,21,-1,-0.006715869157118082
TXN000095123,CUST046109,2019-11-12,15:12,Current,RTGS,1105469.13,Credit,13049.49,Real Estate,Punjab,860,1,Gold,4715.17,Success,Mobile_App,Verified,0,15,-1,-0.0077350239649534025
TXN000095185,CUST066727,2019-11-12,07:52,Savings,POS,541.93,Debit,126933.48,Entertainment,Maharashtra,441,1,Auto,27807.04,Success,Mobile_App,Verified,0,7,-1,-0.009652018353828451
TXN000095241,CUST006315,2019-11-12,07:23,Savings,RTGS,896846.36,Credit,81809.56,Food & Dining,West Bengal,521,0,Unknown,0.0,Success,Web,Verified,0,7,-1,-0.013971762294673562
TXN000095454,CUST054424,2019-11-13,19:19,Savings,UPI,280.91,Credit,55974.99,Food & Dining,Tamil Nadu,406,0,Unknown,0.0,Success,Mobile_App,Expired,0,19,-1,-0.019466203142029737
TXN000095505,CUST060846,2019-11-13,23:24,Fixed Deposit,RTGS,552455.14,Credit,102425.36,Salary,Tamil Nadu,501,0,Unknown,0.0,Success,Branch,Verified,0,23,-1,-0.002246916465589832
TXN000095535,CUST061599,2019-11-13,05:53,Salary,Cheque,6510670.17,Credit,29941.66,Salary,Maharashtra,521,0,Unknown,0.0,Success,Web,Verified,0,5,-1,-0.09349751476577939
TXN000095576,CUST048183,2019-11-13,08:24,Savings,ATM_Withdrawal,3000.0,Debit,79421.01,Entertainment,Delhi,714,0,Unknown,0.0,Pending,Mobile_App,Verified,0,8,-1,-0.004485554987685769
TXN000095759,CUST058351,2019-11-14,11:02,Fixed Deposit,UPI,146.51,Credit,24287.66,E-Commerce,Karnataka,640,1,Business,4708.02,Success,POS_Terminal,Pending,0,11,-1,-0.018410632975081276
TXN000095912,CUST044693,2019-11-14,13:50,Savings,POS,1680.46,Debit,107140.11,E-Commerce,Tamil Nadu,645,1,Unknown,25391.11,Success,ATM,Verified,0,13,-1,-0.014543902654494567
TXN000096001,CUST018133,2019-11-15,18:17,Current,NEFT,204439.36,Debit,34994.5,Retail,West Bengal,649,1,Unknown,3043.58,Failed,Web,Verified,0,18,-1,-0.00642986456265171
TXN000096121,CUST077077,2019-11-15,02:12,Savings,RTGS,910317.96,Credit,56957.34,Food & Dining,Karnataka,607,1,Unknown,13762.04,Success,Branch,Verified,0,2,-1,-0.0007296301899865076
TXN000096265,CUST074591,2019-11-15,05:20,Current,POS,1881.86,Debit,13276.13,Utilities,UP,396,1,Personal,51901.24,Success,POS_Terminal,Verified,0,5,-1,-0.005074765957933769
TXN000096504,CUST007125,2019-11-16,09:02,Savings,RTGS,1088315.26,Credit,82219.4,Insurance,Karnataka,393,0,Unknown,0.0,Success,POS_Terminal,Verified,0,9,-1,-0.0005560967878666112
TXN000096546,CUST058842,2019-11-16,06:00,Savings,RTGS,1820147.8,Debit,27751.14,Food & Dining,Tamil Nadu,598,0,Unknown,0.0,Success,Mobile_App,Verified,0,6,-1,-0.0714505361200688
TXN000096812,CUST027604,2019-11-17,06:01,Fixed Deposit,RTGS,706807.41,Debit,5158.82,Retail,Maharashtra,483,0,Unknown,0.0,Success,Web,Verified,0,6,-1,-0.004564102581161467
TXN000096831,CUST038342,2019-11-17,17:16,NRI,RTGS,867696.0,Credit,71705.95,Salary,Gujarat,876,1,Education,6157.03,Success,Branch,Verified,0,17,-1,-0.004430112989043833
TXN000096890,CUST029491,2019-11-18,22:22,Current,RTGS,657773.89,Credit,10235.45,E-Commerce,Rajasthan,718,1,Business,2670.73,Success,Mobile_App,Verified,0,22,-1,-0.006430961157016579
TXN000097281,CUST039719,2019-11-19,17:27,Salary,ATM_Withdrawal,1000.0,Debit,49744.43,Healthcare,Telangana,483,1,Gold,28918.56,Success,Mobile_App,Verified,0,17,-1,-0.06205704749910523
TXN000097302,CUST077145,2019-11-19,03:37,Savings,Cheque,1496525.89,Debit,35663.38,Real Estate,Maharashtra,478,0,Unknown,0.0,Success,POS_Terminal,Verified,0,3,-1,-0.015798479150895828
TXN000097325,CUST016938,2019-11-19,15:15,Current,RTGS,1377336.29,Debit,6863.27,Entertainment,Rajasthan,880,1,Personal,3878.54,Success,POS_Terminal,Verified,0,15,-1,-0.030280966208728555
TXN000097379,CUST009118,2019-11-19,06:52,Savings,Auto_Debit,5832.82,Debit,432183.93,Utilities,Gujarat,869,1,Gold,67369.2,Success,Web,Verified,0,6,-1,-0.017752944779942825
TXN000097437,CUST061854,2019-11-19,11:33,Current,IMPS,2011.54,Credit,40750.84,Food & Dining,Rajasthan,505,0,Unknown,0.0,Success,POS_Terminal,Verified,0,11,-1,-0.03683066653522793
TXN000097462,CUST004902,2019-11-19,06:18,Savings,NEFT,35459.21,Credit,430504.16,Food & Dining,Gujarat,574,0,Unknown,0.0,Reversed,POS_Terminal,Verified,0,6,-1,-0.010984232061192922
TXN000097854,CUST061333,2019-11-21,08:11,NRI,NEFT,1473587.32,Debit,32629.1,Salary,Delhi,866,0,Unknown,0.0,Success,API,Verified,0,8,-1,-0.04599859357499525
TXN000097869,CUST042816,2019-11-21,20:24,Fixed Deposit,RTGS,48072.89,Credit,5877.35,Entertainment,Tamil Nadu,346,1,Personal,54675.97,Success,ATM,Verified,0,20,-1,-0.004024266241664409
TXN000097983,CUST063348,2019-11-21,06:04,Current,RTGS,1538651.38,Credit,14225.71,Food & Dining,Telangana,831,0,Unknown,0.0,Success,Mobile_App,Verified,0,6,-1,-0.06392470527374605
TXN000098203,CUST021764,2019-11-22,12:20,Current,RTGS,164205.99,Credit,8695.18,Salary,Delhi,792,0,Unknown,0.0,Success,Web,Verified,0,12,-1,-0.021595278831820885
TXN000098249,CUST009418,2019-11-22,05:35,Savings,RTGS,4426078.95,Credit,12567.53,Peer Transfer,Rajasthan,672,0,Unknown,0.0,Success,Web,Verified,0,5,-1,-0.08457110525482492
TXN000098460,CUST067308,2019-11-23,02:13,Current,RTGS,504453.63,Credit,20475.49,E-Commerce,Tamil Nadu,627,0,Unknown,0.0,Success,Mobile_App,Verified,0,2,-1,-0.011609527246652873
TXN000098499,CUST033868,2019-11-23,14:23,Savings,Auto_Debit,7386.62,Debit,6843.95,Fuel,Telangana,782,1,Personal,9280.96,Success,Branch,Verified,0,14,-1,-0.007252474032063527
TXN000098538,CUST032564,2019-11-23,17:02,Fixed Deposit,POS,1104.2,Debit,106886.37,Fuel,Maharashtra,470,1,Auto,10591.21,Success,Mobile_App,Pending,0,17,-1,-0.022351054909551138
TXN000098767,CUST069410,2019-11-24,14:27,NRI,RTGS,294930.51,Credit,83577.21,Real Estate,Karnataka,640,1,Home,4480.81,Success,Web,Pending,0,14,-1,-0.0483924880654939
TXN000098938,CUST021619,2019-11-24,10:03,Salary,RTGS,867748.78,Credit,59593.35,Travel,Maharashtra,898,1,Business,8727.3,Failed,API,Verified,0,10,-1,-0.01077736018205544
TXN000099055,CUST022129,2019-11-25,03:02,Savings,POS,440.6,Debit,7769.54,Fuel,Maharashtra,782,0,Unknown,0.0,Success,ATM,Verified,0,3,-1,-0.006219712288909385
TXN000099106,CUST062946,2019-11-25,06:54,NRI,RTGS,1305779.97,Credit,8101.6,Entertainment,Maharashtra,739,0,Unknown,0.0,Success,Web,Verified,0,6,-1,-0.07266754077068438
TXN000099113,CUST011589,2019-11-25,03:46,Savings,Auto_Debit,612.2,Debit,20922.09,E-Commerce,UP,814,0,Unknown,0.0,Success,Mobile_App,Verified,0,3,-1,-0.005506612607137695
