transaction_date,count
2020-10-07,283
2020-10-12,283
2020-10-20,283
2020-12-08,283
2021-01-13,283
2021-04-15,283
2021-07-12,283
2021-12-01,283
2022-02-11,283
2022-02-20,283
2022-08-17,283
2023-02-07,283
2023-02-23,283
2023-04-30,283
2023-05-17,283
2023-08-24,283
2023-11-09,283
2019-04-10,282
2019-09-24,282
2019-11-25,282
2019-11-30,282
2019-12-02,282
2020-03-05,282
2020-03-11,282
2020-04-27,282
2020-05-03,282
2020-06-14,282
2020-07-25,282
2020-08-25,282
2021-05-05,282
2021-05-13,282
2021-06-05,282
2021-06-26,282
2021-09-05,282
2021-11-25,282
2022-01-19,282
2022-03-30,282
2022-04-07,282
2022-05-19,282
2022-09-13,282
2022-12-08,282
2022-12-13,282
2023-10-21,282
2023-10-30,282
2023-12-11,282
2023-12-29,282
2020-01-13,281
2020-02-20,281
2020-10-26,281
2021-04-13,281
2021-06-23,281
2021-07-02,281
2021-10-02,281
2021-12-25,281
2022-04-05,281
2022-05-06,281
2022-05-14,281
2022-07-11,281
2022-09-19,281
2022-10-31,281
2023-06-01,281
2023-08-08,281
2023-09-14,281
2023-12-16,281
2019-01-21,280
2019-05-28,280
2019-11-06,280
2020-02-07,280
2020-04-17,280
2020-05-12,280
2020-06-11,280
2020-07-10,280
2020-11-06,280
2020-11-10,280
2020-11-21,280
2020-11-25,280
2021-03-12,280
2021-03-21,280
2021-12-24,280
2022-04-01,280
2022-04-26,280
2022-05-10,280
2022-08-18,280
2023-05-24,280
2023-07-03,280
2023-10-17,280
2023-10-27,280
2019-07-05,279
2019-09-28,279
2019-12-26,279
2020-03-25,279
2021-02-21,279
2021-03-20,279
2021-09-18,279
2021-10-16,279
2021-12-31,279
2022-09-17,279
2022-12-14,279
2022-12-18,279
2023-04-29,279
2023-05-05,279
2023-05-27,279
2023-06-03,279
2023-06-18,279
2023-10-14,279
2019-02-21,278
2019-03-26,278
2019-04-29,278
2019-11-09,278
2020-04-06,278
2020-08-14,278
2021-04-19,278
2021-06-28,278
2021-07-04,278
2022-01-07,278
2022-10-27,278
2023-04-14,278
2023-05-22,278
2023-11-28,278
2019-02-09,277
2019-07-09,277
2019-08-02,277
2019-11-10,277
2019-11-14,277
2021-04-22,277
2021-05-03,277
2021-06-19,277
2021-09-08,277
2021-10-26,277
2022-05-15,277
2022-08-19,277
2022-10-16,277
2022-12-30,277
2023-04-20,277
2023-05-23,277
2023-08-13,277
2023-09-11,277
2023-09-30,277
2023-10-16,277
2023-11-10,277
2019-02-01,276
2021-03-03,276
2021-04-06,276
2021-12-26,276
2023-05-13,276
2023-05-15,276
2023-12-13,276
2019-11-01,275
2020-06-03,275
2022-01-17,275
2022-07-25,275
2022-08-30,275
2022-12-16,275
2023-07-05,275
2023-09-13,275
2023-09-21,275
2019-08-24,274
2019-09-12,274
2020-05-13,274
2020-09-16,274
2020-11-08,274
2021-01-28,274
2021-03-13,274
2021-08-17,274
2021-10-10,274
2023-07-09,274
2019-01-02,273
2019-08-15,273
2019-09-01,273
2020-01-22,273
2020-09-24,273
2020-11-01,273
2021-09-25,273
2022-02-18,273
2022-03-25,273
2022-04-25,273
2022-04-27,273
2022-05-25,273
2023-02-12,273
2023-03-23,273
2023-09-19,273
2019-02-05,272
2019-12-18,272
2020-01-28,272
2020-03-28,272
2020-06-13,272
2021-04-05,272
2021-08-01,272
2022-03-06,272
2022-10-20,272
2023-11-13,272
2023-11-26,272
2019-04-09,271
2020-02-28,271
2021-10-27,271
2021-11-29,271
2022-03-19,271
2022-07-15,271
2022-12-02,271
2023-08-06,271
2023-10-13,271
2019-11-22,270
2020-02-12,270
2021-02-13,270
2021-05-10,270
2022-04-09,270
2022-12-24,270
2023-01-07,270
2023-05-12,270
2019-03-11,269
2019-07-08,269
2019-07-20,269
2020-10-27,269
2021-11-19,269
2022-01-16,269
2022-01-25,269
2022-06-28,269
2019-05-22,268
2019-05-29,268
2020-03-13,268
2021-07-21,268
2022-05-16,268
2023-01-10,268
2019-01-24,267
2019-02-25,267
2019-09-13,267
2019-09-22,267
2020-04-30,267
2020-12-15,267
2021-08-31,267
2019-02-24,266
2020-01-01,266
2021-05-02,266
2023-07-23,266
2023-11-14,266
2023-12-14,266
2019-11-21,265
2020-10-08,265
2023-01-04,265
2019-02-28,264
2019-06-30,264
2019-12-14,264
2020-03-18,264
2021-05-04,264
2022-09-01,264
2019-09-30,263
2020-02-14,263
2023-01-15,263
2020-03-26,262
2020-08-29,262
2022-08-26,262
2023-04-17,262
2023-06-29,262
2020-04-12,260
2020-12-17,260
2021-06-16,260
2023-03-31,260
2023-11-15,260
2020-05-06,259
2021-08-12,258
2022-01-29,258
2022-03-10,258
2019-02-02,257
2019-02-15,257
2019-03-20,257
2019-06-05,256
2020-09-01,256
2021-07-29,256
2020-10-25,255
2023-11-16,251
2023-03-17,248
2020-11-29,246
2022-06-26,242
2023-04-02,241
